,,y,y,e,e,e, ,q,a,u,n,i,i,c,d,k,k,k, ,b,B,r,e,k,o,w,w,m,n,n, ,f,C,o,o,x,x,x, ,u,I,m,n,u,u,l,p,p, ,p, ,p,x,s,s, ,k,I,v,f,e,s,f,r,r, ,t,n,y,e,e,e, ,o,I,z,s,z,w,y,t,t, ,t,s,a, ,a,z,w,y,t,y,y, ,d,o,g,g, , , , ,.,
"The quick brown fox jumps over the lazy dog.","The quick Brown fox jumps over the lazy dog.",258,86,424,89,985,5,1961,48,676,47,137,71,412,87,466,91,680,6,739,49,523,88,1347,90,568,90,475,91,689,4,1863,61,385,75,913,86,692,4,1528,48,129,85,678,90,398,87,716,7,1441,617,4,3,81,664,5,1460,38,426,81,289,87,211,88,744,4,961,371,82,333,87,361,7,1413,40,533,65,119,82,443,87,233,4,1939,504,202,2825,4,5,78,1647,83,1251,5,4,3178,513,970,1511,3,1370,6,1303,236,,463
